,T,Po,P,U,DD,Ff,ff3,Td,Measured & upscaled [MW],Monitored Capacity [MW],power
2015-10-29 19:00:00,11.8,763.2,764.0,89.0,14.0,7.0,11.0,10.1,93.95,513.0800000000003,0.18310984641771255
2015-10-29 20:00:00,11.7,763.3,764.2,89.0,14.0,8.0,10.0,9.9,102.7,513.0800000000003,0.20016371715911738
2015-10-29 21:00:00,11.4,763.7,764.5,89.0,14.0,7.0,9.0,9.7,109.6,513.0800000000003,0.21361191237233948
2015-10-29 22:00:00,11.2,763.9,764.8,89.0,14.0,8.0,11.0,9.4,83.09,513.0800000000003,0.16194355656038037
2015-10-29 23:00:00,10.9,763.8,764.7,89.0,14.0,8.0,10.0,9.1,120.5,513.0800000000003,0.23485616278163238
2015-10-30 00:00:00,10.7,764.1,765.0,89.0,14.0,7.0,11.0,9.0,141.04,513.0800000000003,0.27488890621345585
2015-10-30 01:00:00,10.5,764.2,765.0,89.0,14.0,7.0,11.0,8.8,146.46,513.0800000000003,0.2854525610041318
2015-10-30 02:00:00,10.8,764.0,764.8,89.0,14.0,7.0,10.0,9.1,169.42,513.0800000000003,0.33020191782957803
2015-10-30 03:00:00,10.9,764.2,765.0,89.0,14.0,6.0,9.0,9.2,148.44,513.0800000000003,0.2893116083261868
2015-10-30 04:00:00,10.4,764.4,765.3,90.0,14.0,6.0,10.0,8.8,136.74,513.0800000000003,0.26650814687767976
2015-10-30 05:00:00,10.2,764.4,765.3,92.0,14.0,6.0,7.0,8.9,110.77,513.0800000000003,0.21589225851719018
2015-10-30 06:00:00,10.0,765.0,765.9,92.0,14.0,6.0,8.0,8.7,114.72,513.0800000000003,0.22359086302331008
2015-10-30 07:00:00,9.9,764.7,765.6,92.0,14.0,8.0,10.0,8.7,128.53,513.0800000000003,0.2505067435877445
2015-10-30 08:00:00,9.9,765.1,766.0,92.0,14.0,7.0,9.0,8.7,151.31,513.0800000000003,0.2949052779293676
2015-10-30 09:00:00,10.0,765.4,766.3,92.0,14.0,8.0,10.0,8.7,148.35,513.0800000000003,0.2891361970842752
2015-10-30 10:00:00,11.3,765.7,766.6,89.0,14.0,8.0,11.0,9.6,75.83,513.0800000000003,0.14779371637951189
2015-10-30 11:00:00,12.7,766.4,767.2,86.0,14.0,6.0,9.0,10.4,49.67,513.0800000000003,0.09680751539720897
2015-10-30 12:00:00,13.8,766.5,767.3,80.0,14.0,8.0,10.0,10.3,31.81,513.0800000000003,0.061998128946752905
2015-10-30 13:00:00,14.4,766.4,767.2,73.0,14.0,6.0,11.0,9.5,22.99,513.0800000000003,0.04480782723941683
2015-10-30 14:00:00,14.9,766.3,767.1,72.0,14.0,5.0,9.0,9.9,15.34,513.0800000000003,0.02989787167693146
2015-10-30 15:00:00,15.0,766.3,767.1,72.0,14.0,6.0,8.0,9.9,15.96,513.0800000000003,0.03110626023232243
2015-10-30 16:00:00,14.7,766.5,767.3,75.0,12.0,4.0,9.0,10.2,19.8,513.0800000000003,0.038590473220550384
2015-10-30 17:00:00,14.5,766.6,767.5,77.0,12.0,5.0,6.0,10.5,60.02,513.0800000000003,0.11697980821704212
2015-10-30 18:00:00,14.2,766.6,767.5,77.0,2.0,4.0,7.0,10.2,100.84,513.0800000000003,0.19653855149294447
2015-10-30 19:00:00,13.6,766.9,767.8,77.0,2.0,5.0,9.0,9.7,117.44,513.0800000000003,0.2288921805566382
2015-10-30 20:00:00,13.1,766.9,767.8,80.0,2.0,6.0,8.0,9.7,91.1,513.0800000000003,0.1775551570905121
2015-10-30 21:00:00,12.7,766.6,767.5,83.0,2.0,6.0,8.0,9.8,79.2,513.0800000000003,0.15436189288220153
2015-10-30 22:00:00,12.1,766.6,767.5,85.0,12.0,5.0,8.0,9.6,66.43,513.0800000000003,0.12947298666874557
2015-10-30 23:00:00,11.4,766.6,767.5,86.0,12.0,3.0,6.0,9.2,67.25,513.0800000000003,0.13107117798394005
2015-10-31 00:00:00,10.8,766.7,767.6,89.0,2.0,2.0,5.0,9.0,54.28,513.0800000000003,0.10579246901068054
2015-10-31 01:00:00,10.5,766.7,767.6,91.0,2.0,3.0,8.0,9.0,57.69,513.0800000000003,0.11243860606533088
2015-10-31 02:00:00,10.0,766.5,767.4,91.0,0.0,4.0,4.0,8.6,60.02,513.0800000000003,0.11697980821704212
2015-10-31 03:00:00,9.8,766.3,767.2,92.0,2.0,4.0,6.0,8.6,58.48,513.0800000000003,0.11397832696655485
2015-10-31 04:00:00,9.4,766.1,766.9,94.0,2.0,4.0,6.0,8.4,72.62,513.0800000000003,0.1415373820846651
2015-10-31 05:00:00,9.0,766.0,766.8,94.0,2.0,5.0,7.0,8.1,88.47,513.0800000000003,0.17242925079909557
2015-10-31 06:00:00,8.6,766.0,766.8,94.0,2.0,4.0,7.0,7.7,92.53,513.0800000000003,0.18034224682310743
2015-10-31 07:00:00,8.5,766.0,766.9,95.0,2.0,5.0,7.0,7.7,100.07,513.0800000000003,0.19503781086770083
2015-10-31 08:00:00,8.3,766.4,767.3,95.0,2.0,4.0,6.0,7.6,77.26,513.0800000000003,0.1505808061121072
2015-10-31 09:00:00,8.4,767.1,768.0,95.0,12.0,4.0,6.0,7.7,43.66,513.0800000000003,0.08509394246511261
2015-10-31 10:00:00,9.4,766.8,767.7,94.0,12.0,6.0,7.0,8.5,8.41,513.0800000000003,0.016391206049738823
2015-10-31 11:00:00,10.8,766.9,767.8,93.0,12.0,6.0,8.0,9.7,5.89,513.0800000000003,0.011479691276214229
2015-10-31 12:00:00,12.5,766.6,767.5,89.0,14.0,8.0,9.0,10.7,6.78,513.0800000000003,0.01321431355733998
2015-10-31 13:00:00,13.6,766.6,767.5,79.0,14.0,6.0,9.0,10.0,6.85,513.0800000000003,0.013350744523271217
2015-10-31 14:00:00,14.7,766.3,767.2,74.0,14.0,6.0,8.0,10.1,6.48,513.0800000000003,0.012629609417634672
2015-10-31 15:00:00,15.5,766.3,767.2,70.0,14.0,5.0,8.0,10.1,7.97,513.0800000000003,0.015533639978171037
2015-10-31 16:00:00,15.2,766.6,767.5,71.0,14.0,4.0,8.0,10.0,9.83,513.0800000000003,0.01915880564434395
2015-10-31 17:00:00,14.9,767.0,767.8,74.0,14.0,4.0,5.0,10.3,17.5,513.0800000000003,0.03410774148280968
2015-10-31 18:00:00,14.0,767.5,768.4,79.0,14.0,2.0,5.0,10.3,32.42,513.0800000000003,0.06318702736415371
2015-10-31 19:00:00,13.5,768.1,769.0,81.0,14.0,2.0,8.0,10.3,36.34,513.0800000000003,0.07082716145630308
2015-10-31 20:00:00,13.0,768.2,769.1,84.0,14.0,2.0,4.0,10.3,26.26,513.0800000000003,0.0511811023622047
2015-10-31 21:00:00,12.5,768.4,769.3,85.0,14.0,2.0,4.0,10.0,25.1,513.0800000000003,0.04892024635534417
2015-10-31 22:00:00,12.8,768.7,769.5,87.0,11.0,5.0,6.0,10.6,33.19,513.0800000000003,0.06468776798939732
2015-10-31 23:00:00,12.0,769.0,769.9,87.0,11.0,5.0,7.0,9.8,30.84,513.0800000000003,0.06010758556170574
2015-11-01 00:00:00,6.9,762.5,763.4,60.0,3.0,10.0,15.0,-0.5,25.9,513.0800000000003,0.05047945739455832
2015-11-01 01:00:00,6.6,762.4,763.3,61.0,3.0,10.0,16.0,-0.4,35.32,513.0800000000003,0.06883916738130502
2015-11-01 02:00:00,6.4,762.0,762.9,64.0,3.0,10.0,15.0,0.0,33.14,513.0800000000003,0.06459031729944645
2015-11-01 03:00:00,6.1,761.6,762.5,66.0,3.0,11.0,17.0,0.2,22.26,513.0800000000003,0.043385047166133915
2015-11-01 04:00:00,6.1,761.2,762.1,66.0,3.0,13.0,18.0,0.2,14.67,513.0800000000003,0.0285920324315896
2015-11-01 05:00:00,6.0,761.4,762.3,71.0,3.0,12.0,18.0,1.0,13.3,513.0800000000003,0.02592188352693536
2015-11-01 06:00:00,6.2,761.7,762.6,70.0,3.0,13.0,19.0,1.1,13.93,513.0800000000003,0.027149762220316506
2015-11-01 07:00:00,6.1,762.0,762.8,69.0,3.0,13.0,20.0,0.7,22.43,513.0800000000003,0.04371637951196692
2015-11-01 08:00:00,6.1,762.6,763.5,69.0,3.0,12.0,18.0,0.7,29.65,513.0800000000003,0.05778825914087468
2015-11-01 09:00:00,6.1,763.3,764.2,66.0,4.0,9.0,19.0,0.2,35.6,513.0800000000003,0.06938489124502999
2015-11-01 10:00:00,6.2,764.1,765.0,66.0,3.0,11.0,19.0,0.2,17.46,513.0800000000003,0.03402978093084898
2015-11-01 11:00:00,6.8,764.8,765.7,65.0,3.0,11.0,18.0,0.5,8.65,513.0800000000003,0.016858969361503072
2015-11-01 12:00:00,7.2,765.5,766.4,62.0,3.0,13.0,19.0,0.4,2.35,513.0800000000003,0.004580182427691586
2015-11-01 13:00:00,7.6,766.0,766.9,61.0,3.0,13.0,19.0,0.5,0.8,513.0800000000003,0.001559211039214157
2015-11-01 14:00:00,7.5,766.3,767.2,66.0,3.0,12.0,18.0,1.5,0.84,513.0800000000003,0.0016371715911748647
2015-11-01 15:00:00,7.5,765.8,766.7,66.0,3.0,10.0,17.0,1.4,0.93,513.0800000000003,0.0018125828330864573
2015-11-01 16:00:00,7.3,766.0,766.9,73.0,5.0,11.0,18.0,2.8,1.11,513.0800000000003,0.002163405316909643
2015-11-01 17:00:00,7.5,766.2,767.1,70.0,5.0,13.0,18.0,2.4,3.29,513.0800000000003,0.00641225539876822
2015-11-01 18:00:00,8.0,766.3,767.1,71.0,5.0,13.0,18.0,3.0,16.38,513.0800000000003,0.03192484602790986
2015-11-01 19:00:00,8.2,766.3,767.2,73.0,5.0,11.0,18.0,3.5,30.96,513.0800000000003,0.06034146721758787
2015-11-01 20:00:00,8.7,766.0,766.9,73.0,5.0,13.0,17.0,4.0,52.41,513.0800000000003,0.10214781320651745
2015-11-01 21:00:00,9.1,766.1,766.9,69.0,5.0,14.0,18.0,3.7,66.38,513.0800000000003,0.12937553597879464
2015-11-01 22:00:00,9.2,765.8,766.6,68.0,5.0,11.0,19.0,3.6,71.72,513.0800000000003,0.13978326966554916
2015-11-01 23:00:00,9.1,765.2,766.1,70.0,5.0,9.0,16.0,3.8,52.16,513.0800000000003,0.10166055975676302
2015-11-02 00:00:00,5.6,771.2,772.1,83.0,0.0,5.0,7.0,2.9,55.91,513.0800000000003,0.10896936150307938
2015-11-02 01:00:00,5.4,770.8,771.7,83.0,0.0,4.0,7.0,2.7,34.3,513.0800000000003,0.06685117330630697
2015-11-02 02:00:00,5.4,770.5,771.4,84.0,2.0,4.0,8.0,2.8,37.74,513.0800000000003,0.07355578077492785
2015-11-02 03:00:00,5.4,770.1,771.0,81.0,0.0,5.0,7.0,2.4,20.46,513.0800000000003,0.03987682232790206
2015-11-02 04:00:00,5.2,769.7,770.6,83.0,2.0,4.0,8.0,2.5,16.11,513.0800000000003,0.03139861230217508
2015-11-02 05:00:00,5.1,769.3,770.2,82.0,2.0,3.0,5.0,2.2,17.51,513.0800000000003,0.034127231620799864
2015-11-02 06:00:00,5.1,769.2,770.1,80.0,2.0,4.0,5.0,1.9,20.88,513.0800000000003,0.04069540812348949
2015-11-02 07:00:00,4.9,769.1,770.0,82.0,12.0,3.0,8.0,2.1,28.87,513.0800000000003,0.05626802837764089
2015-11-02 08:00:00,4.8,769.0,769.9,82.0,2.0,3.0,5.0,2.0,35.83,513.0800000000003,0.06983316441880405
2015-11-02 09:00:00,4.7,769.1,770.0,82.0,12.0,3.0,5.0,1.8,45.39,513.0800000000003,0.08846573633741323
2015-11-02 10:00:00,4.5,768.9,769.8,81.0,14.0,4.0,6.0,1.4,33.58,513.0800000000003,0.06544788337101423
2015-11-02 11:00:00,4.4,768.8,769.7,82.0,12.0,4.0,6.0,1.5,17.67,513.0800000000003,0.03443907382864269
2015-11-02 12:00:00,4.2,768.4,769.3,82.0,14.0,4.0,5.0,1.4,8.19,513.0800000000003,0.01596242301395493
2015-11-02 14:00:00,3.7,767.7,768.6,83.0,14.0,4.0,6.0,1.1,3.3,513.0800000000003,0.006431745536758396
2015-11-02 15:00:00,3.6,767.3,768.1,84.0,11.0,2.0,4.0,1.1,9.83,513.0800000000003,0.01915880564434395
2015-11-02 16:00:00,3.7,766.9,767.8,83.0,2.0,2.0,6.0,1.1,4.07,513.0800000000003,0.007932486162002024
2015-11-02 17:00:00,3.4,766.7,767.6,83.0,14.0,3.0,4.0,0.8,7.85,513.0800000000003,0.015299758322288913
2015-11-02 18:00:00,3.4,766.7,767.6,83.0,15.0,2.0,4.0,0.7,7.38,513.0800000000003,0.014383721836750596
2015-11-02 19:00:00,3.4,766.9,767.8,83.0,0.0,1.0,6.0,0.7,11.97,513.0800000000003,0.023329695174241823
2015-11-02 20:00:00,3.3,766.7,767.6,84.0,2.0,3.0,4.0,0.9,12.73,513.0800000000003,0.024810945661495273
2015-11-02 21:00:00,3.2,766.6,767.5,83.0,12.0,2.0,5.0,0.6,15.26,513.0800000000003,0.029741950573010042
2015-11-02 22:00:00,3.3,766.5,767.4,84.0,2.0,2.0,5.0,0.8,24.62,513.0800000000003,0.04798471973181568
2015-11-02 23:00:00,3.3,766.2,767.1,84.0,12.0,2.0,3.0,0.9,50.68,513.0800000000003,0.09877601933421683
2015-11-03 00:00:00,5.8,773.5,774.4,90.0,7.0,5.0,7.0,4.3,50.0,513.0800000000003,0.0974506899508848
2015-11-03 01:00:00,5.6,773.2,774.1,88.0,7.0,4.0,7.0,3.7,55.15,513.0800000000003,0.10748811101582594
2015-11-03 02:00:00,5.4,773.0,773.9,90.0,1.0,4.0,6.0,3.9,69.32,513.0800000000003,0.13510563654790667
2015-11-03 03:00:00,5.3,772.9,773.8,90.0,1.0,4.0,6.0,3.8,73.1,513.0800000000003,0.14247290870819357
2015-11-03 04:00:00,4.7,772.6,773.5,91.0,0.0,5.0,6.0,3.4,99.02,513.0800000000003,0.19299134637873225
2015-11-03 05:00:00,4.5,772.5,773.4,93.0,0.0,4.0,5.0,3.4,107.92,513.0800000000003,0.21033756918998975
2015-11-03 06:00:00,3.8,772.6,773.5,95.0,0.0,3.0,6.0,3.0,128.68,513.0800000000003,0.2507990956575971
2015-11-03 07:00:00,3.5,772.6,773.5,97.0,0.0,4.0,6.0,3.0,145.3,513.0800000000003,0.28319170499727125
2015-11-03 08:00:00,2.3,772.9,773.8,99.0,2.0,3.0,6.0,2.1,141.16,513.0800000000003,0.27512278786933797
2015-11-03 09:00:00,2.1,772.9,773.8,99.0,12.0,4.0,5.0,2.0,115.9,513.0800000000003,0.225890699306151
2015-11-03 10:00:00,2.5,772.9,773.8,100.0,12.0,6.0,8.0,2.5,61.46,513.0800000000003,0.1197863880876276
2015-11-03 11:00:00,4.0,772.7,773.6,100.0,2.0,5.0,7.0,4.0,44.59,513.0800000000003,0.08690652529819907
2015-11-03 12:00:00,6.0,772.5,773.4,87.0,2.0,5.0,7.0,4.0,19.16,513.0800000000003,0.03734310438917906
2015-11-03 13:00:00,7.3,771.7,772.6,66.0,12.0,6.0,8.0,1.3,31.15,513.0800000000003,0.06071177983940123
2015-11-03 14:00:00,8.2,771.5,772.4,60.0,12.0,5.0,7.0,0.7,56.25,513.0800000000003,0.10963202619474541
2015-11-03 15:00:00,9.2,771.1,772.0,54.0,12.0,5.0,7.0,0.4,47.7,513.0800000000003,0.0929679582131441
2015-11-03 16:00:00,9.3,771.1,772.0,56.0,12.0,5.0,8.0,0.9,39.09,513.0800000000003,0.07618694940360174
2015-11-03 17:00:00,9.9,770.9,771.7,46.0,12.0,4.0,7.0,-1.4,38.69,513.0800000000003,0.07540734388399466
2015-11-03 18:00:00,9.8,770.8,771.7,45.0,12.0,4.0,7.0,-1.8,41.37,513.0800000000003,0.08063070086536207
2015-11-03 19:00:00,8.7,770.9,771.7,61.0,2.0,3.0,8.0,1.5,66.3,513.0800000000003,0.12921961487487324
2015-11-03 20:00:00,8.4,771.4,772.2,56.0,2.0,3.0,5.0,0.0,76.14,513.0800000000003,0.14839791065720737
2015-11-03 21:00:00,7.5,771.4,772.3,59.0,2.0,3.0,4.0,0.0,68.83,513.0800000000003,0.134150619786388
2015-11-03 22:00:00,7.5,771.7,772.6,53.0,2.0,3.0,5.0,-1.6,128.1,513.0800000000003,0.24966866765416684
2015-11-03 23:00:00,7.4,771.9,772.7,51.0,2.0,4.0,5.0,-2.3,149.7,513.0800000000003,0.2917673657129491
2015-11-04 00:00:00,15.1,760.2,761.0,49.0,15.0,4.0,7.0,4.3,148.16,513.0800000000003,0.2887658844624618
2015-11-04 03:00:00,11.7,759.9,760.7,63.0,13.0,4.0,8.0,4.9,155.26,513.0800000000003,0.30260388243548747
2015-11-04 04:00:00,10.7,759.9,760.8,70.0,15.0,5.0,8.0,5.3,144.51,513.0800000000003,0.28165198409604725
2015-11-04 05:00:00,11.1,759.8,760.6,73.0,15.0,5.0,8.0,6.4,153.17,513.0800000000003,0.2985304435955405
2015-11-04 06:00:00,10.9,759.7,760.5,75.0,15.0,7.0,8.0,6.5,152.59,513.0800000000003,0.29740001559211027
2015-11-04 07:00:00,10.5,759.7,760.6,79.0,15.0,6.0,9.0,7.0,185.73,513.0800000000003,0.3619903328915567
2015-11-04 08:00:00,10.7,759.9,760.8,80.0,11.0,4.0,9.0,7.3,241.45,513.0800000000003,0.47058938177282267
2015-11-04 09:00:00,10.3,760.2,761.0,92.0,15.0,7.0,10.0,9.1,242.44,513.0800000000003,0.4725189054338502
2015-11-04 10:00:00,10.6,760.8,761.6,88.0,13.0,8.0,16.0,8.7,208.85,513.0800000000003,0.4070515319248458
2015-11-04 11:00:00,10.7,761.2,762.1,86.0,13.0,7.0,16.0,8.4,179.89,513.0800000000003,0.35060809230529333
2015-11-04 12:00:00,12.2,761.7,762.6,76.0,13.0,9.0,14.0,8.0,195.38,513.0800000000003,0.3807983160520774
2015-11-04 13:00:00,12.4,761.9,762.7,67.0,13.0,9.0,16.0,6.3,158.02,513.0800000000003,0.30798316052077634
2015-11-04 14:00:00,12.2,762.1,763.0,69.0,13.0,9.0,16.0,6.7,129.24,513.0800000000003,0.25189054338504707
2015-11-04 15:00:00,11.2,763.0,763.9,88.0,13.0,6.0,14.0,9.3,153.66,513.0800000000003,0.29948546035705914
2015-11-04 16:00:00,9.2,764.3,765.2,89.0,3.0,8.0,20.0,7.5,125.66,513.0800000000003,0.2449130739845637
2015-11-04 17:00:00,10.4,765.4,766.3,86.0,4.0,5.0,20.0,8.1,111.52,513.0800000000003,0.21735401886645345
2015-11-04 18:00:00,10.4,766.0,766.9,80.0,3.0,3.0,7.0,7.1,118.23,513.0800000000003,0.23043190145786221
2015-11-04 19:00:00,10.4,766.5,767.3,75.0,3.0,3.0,5.0,6.2,96.92,513.0800000000003,0.1888984174007951
2015-11-04 20:00:00,9.7,767.0,767.9,77.0,15.0,3.0,20.0,5.8,110.74,513.0800000000003,0.21583378810321965
2015-11-04 21:00:00,9.4,767.8,768.6,75.0,11.0,3.0,4.0,5.2,100.34,513.0800000000003,0.19556404459343563
2015-11-04 22:00:00,9.2,768.4,769.3,75.0,11.0,3.0,4.0,4.9,66.59,513.0800000000003,0.12978482887658838
2015-11-04 23:00:00,8.8,769.0,769.9,72.0,11.0,4.0,6.0,4.0,72.91,513.0800000000003,0.1421025960863802
2015-11-05 00:00:00,14.4,766.0,766.9,79.0,12.0,4.0,6.0,10.8,78.83,513.0800000000003,0.15364075777656497
2015-11-05 01:00:00,15.0,765.7,766.6,76.0,14.0,4.0,6.0,10.8,79.64,513.0800000000003,0.15521945895376932
2015-11-05 02:00:00,14.5,765.3,766.2,78.0,14.0,4.0,6.0,10.6,80.56,513.0800000000003,0.1570125516488656
2015-11-05 03:00:00,14.3,765.1,766.0,81.0,14.0,4.0,6.0,11.0,100.73,513.0800000000003,0.19632415997505254
2015-11-05 04:00:00,14.3,764.8,765.6,82.0,14.0,5.0,6.0,11.2,84.41,513.0800000000003,0.16451625477508372
2015-11-05 05:00:00,14.6,764.4,765.3,81.0,14.0,5.0,7.0,11.3,94.27,513.0800000000003,0.1837335308333982
2015-11-05 06:00:00,14.2,764.2,765.0,83.0,14.0,5.0,6.0,11.3,88.69,513.0800000000003,0.17285803383487947
2015-11-05 07:00:00,14.0,763.9,764.8,83.0,14.0,5.0,7.0,11.2,103.52,513.0800000000003,0.20176190847431189
2015-11-05 08:00:00,14.5,764.0,764.8,82.0,14.0,5.0,7.0,11.4,94.69,513.0800000000003,0.18455211662898563
2015-11-05 09:00:00,16.3,763.8,764.6,73.0,11.0,6.0,8.0,11.4,88.58,513.0800000000003,0.1726436423169875
2015-11-05 10:00:00,17.1,763.7,764.5,71.0,11.0,7.0,9.0,11.7,73.45,513.0800000000003,0.1431550635378498
2015-11-05 11:00:00,18.7,763.4,764.2,65.0,11.0,7.0,9.0,12.0,66.48,513.0800000000003,0.12957043735869644
2015-11-05 12:00:00,19.9,763.4,764.2,61.0,15.0,6.0,10.0,12.0,74.44,513.0800000000003,0.1450845871988773
2015-11-05 13:00:00,21.3,763.4,764.2,56.0,15.0,6.0,10.0,12.1,100.96,513.0800000000003,0.1967724331488266
2015-11-05 14:00:00,19.0,763.7,764.5,62.0,3.0,7.0,10.0,11.5,123.75,513.0800000000003,0.24119045762843988
2015-11-05 15:00:00,17.4,763.8,764.6,65.0,3.0,6.0,10.0,10.8,118.71,513.0800000000003,0.23136742808139069
2015-11-05 16:00:00,18.3,763.5,764.3,65.0,5.0,5.0,9.0,11.6,146.6,513.0800000000003,0.28572542293599423
2015-11-05 17:00:00,18.3,763.8,764.6,66.0,3.0,7.0,10.0,11.7,178.9,513.0800000000003,0.34867856864426583
2015-11-05 18:00:00,17.6,763.9,764.8,66.0,3.0,8.0,11.0,11.1,195.82,513.0800000000003,0.3816558821236452
2015-11-05 19:00:00,16.2,763.3,764.1,69.0,3.0,6.0,10.0,10.4,195.14,513.0800000000003,0.3803305527403132
2015-11-05 20:00:00,16.4,763.0,763.9,71.0,5.0,5.0,11.0,11.0,199.0,513.0800000000003,0.3878537460045215
2015-11-05 21:00:00,16.7,763.0,763.9,69.0,5.0,5.0,9.0,10.9,193.56,513.0800000000003,0.37725111093786523
2015-11-05 22:00:00,15.7,763.3,764.1,73.0,5.0,6.0,8.0,10.8,224.21,513.0800000000003,0.4369883838777576
2015-11-05 23:00:00,15.0,763.1,764.0,79.0,5.0,4.0,9.0,11.3,239.17,513.0800000000003,0.4661456303110623
2015-11-06 00:00:00,15.2,767.2,768.0,83.0,7.0,10.0,14.0,12.3,214.53,513.0800000000003,0.41812193030326633
2015-11-06 01:00:00,15.1,767.0,767.8,79.0,7.0,8.0,11.0,11.4,218.19,513.0800000000003,0.4252553208076711
2015-11-06 02:00:00,15.0,766.7,767.6,74.0,7.0,8.0,16.0,10.3,228.89,513.0800000000003,0.44610976845716044
2015-11-06 03:00:00,14.9,766.3,767.2,74.0,1.0,8.0,11.0,10.3,205.73,513.0800000000003,0.4009706088719106
2015-11-06 04:00:00,14.5,766.2,767.1,74.0,1.0,8.0,12.0,9.9,174.98,513.0800000000003,0.3410384345521164
2015-11-06 05:00:00,14.1,765.7,766.6,77.0,1.0,8.0,12.0,10.0,141.52,513.0800000000003,0.2758244328369844
2015-11-06 06:00:00,13.8,765.4,766.3,75.0,1.0,9.0,11.0,9.4,139.45,513.0800000000003,0.2717899742730177
2015-11-06 07:00:00,13.7,765.1,766.0,74.0,1.0,7.0,11.0,9.1,127.41,513.0800000000003,0.24832384813284464
2015-11-06 08:00:00,14.0,765.0,765.8,70.0,0.0,9.0,12.0,8.5,119.39,513.0800000000003,0.23269275746472273
2015-11-06 09:00:00,14.5,764.8,765.7,69.0,1.0,7.0,10.0,8.8,122.03,513.0800000000003,0.23783815389412946
2015-11-06 10:00:00,15.7,764.8,765.7,68.0,1.0,6.0,9.0,9.7,105.6,513.0800000000003,0.20581585717626869
2015-11-06 11:00:00,17.1,764.5,765.4,66.0,7.0,6.0,10.0,10.6,119.88,513.0800000000003,0.2336477742262414
2015-11-06 12:00:00,18.4,764.2,765.0,60.0,7.0,6.0,8.0,10.5,165.94,513.0800000000003,0.32341934980899645
2015-11-06 13:00:00,19.1,763.8,764.6,59.0,7.0,6.0,9.0,10.8,206.81,513.0800000000003,0.4030755437748497
2015-11-06 14:00:00,18.5,763.2,764.0,67.0,9.0,6.0,10.0,12.2,209.22,513.0800000000003,0.40777266703048237
2015-11-06 15:00:00,17.7,762.5,763.3,75.0,9.0,8.0,10.0,13.1,214.69,513.0800000000003,0.41843377251110914
2015-11-06 16:00:00,17.9,761.9,762.7,75.0,9.0,9.0,10.0,13.3,218.3,513.0800000000003,0.4254697123255631
2015-11-06 17:00:00,17.7,761.3,762.1,74.0,9.0,10.0,12.0,13.0,242.52,513.0800000000003,0.47267482653777165
2015-11-06 18:00:00,17.9,760.7,761.5,72.0,9.0,10.0,12.0,12.7,251.42,513.0800000000003,0.4900210493490291
2015-11-06 19:00:00,17.6,760.2,761.0,73.0,9.0,10.0,13.0,12.7,267.46,513.0800000000003,0.5212832306852729
2015-11-06 20:00:00,17.4,759.9,760.7,76.0,9.0,9.0,13.0,13.1,269.5,513.0800000000003,0.525259218835269
2015-11-06 21:00:00,17.1,759.5,760.3,80.0,9.0,8.0,10.0,13.5,248.72,513.0800000000003,0.48475871209168137
2015-11-06 22:00:00,17.0,759.5,760.3,81.0,9.0,7.0,9.0,13.7,215.74,513.0800000000003,0.42048023700007775
2015-11-06 23:00:00,17.5,759.7,760.5,78.0,7.0,6.0,10.0,13.5,202.47,513.0800000000003,0.3946168238871129
2015-11-07 00:00:00,20.6,761.8,762.7,51.0,12.0,3.0,5.0,10.1,192.21,513.0800000000003,0.3746199423091914
2015-11-07 01:00:00,20.4,761.2,762.1,51.0,2.0,5.0,7.0,9.8,167.14,513.0800000000003,0.3257581663678177
2015-11-07 02:00:00,19.8,760.9,761.8,55.0,2.0,5.0,9.0,10.5,138.87,513.0800000000003,0.27065954626958744
2015-11-07 03:00:00,18.7,760.3,761.1,57.0,2.0,5.0,7.0,10.0,100.05,513.0800000000003,0.1949988305917205
2015-11-07 04:00:00,17.9,759.6,760.4,61.0,12.0,6.0,7.0,10.2,113.27,513.0800000000003,0.22076479301473442
2015-11-07 05:00:00,17.3,759.4,760.2,64.0,12.0,5.0,7.0,10.3,73.46,513.0800000000003,0.14317455367583995
2015-11-07 06:00:00,17.6,759.3,760.1,61.0,14.0,6.0,7.0,10.0,76.37,513.0800000000003,0.14884618383098144
2015-11-07 07:00:00,17.6,759.1,760.0,62.0,14.0,6.0,7.0,10.1,86.11,513.0800000000003,0.1678295782334138
2015-11-07 08:00:00,17.6,759.0,759.8,60.0,14.0,6.0,8.0,9.7,103.63,513.0800000000003,0.20197629999220382
2015-11-07 09:00:00,19.5,759.4,760.2,53.0,11.0,5.0,6.0,9.7,156.19,513.0800000000003,0.3044164652685739
2015-11-07 10:00:00,21.7,759.7,760.6,45.0,13.0,5.0,9.0,9.3,168.16,513.0800000000003,0.32774616044281574
2015-11-07 11:00:00,20.8,760.0,760.9,57.0,5.0,7.0,9.0,11.8,171.3,513.0800000000003,0.33386606377173134
2015-11-07 12:00:00,20.9,760.4,761.2,64.0,3.0,7.0,10.0,13.7,176.95,513.0800000000003,0.3448779917361813
2015-11-07 13:00:00,21.2,761.0,761.8,71.0,3.0,6.0,10.0,15.6,215.2,513.0800000000003,0.41942776954860816
2015-11-07 14:00:00,21.4,761.5,762.4,61.0,4.0,6.0,10.0,13.5,217.36,513.0800000000003,0.42363763935448645
2015-11-07 15:00:00,21.0,761.9,762.7,64.0,3.0,6.0,10.0,14.0,231.54,513.0800000000003,0.4512746550245573
2015-11-07 16:00:00,21.8,762.2,763.1,62.0,5.0,6.0,9.0,14.2,271.3,513.0800000000003,0.5287674436735009
